作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
正答,2019-06-01 05:07:24,yoko04351,47,青森県,黒石市,dq25,,,dq25-16,5,michiko06841s,2,,,16.39,10,16.4,
回答開始,2019-06-01 05:07:29,yoko04351,47,青森県,黒石市,dq25,,,dq25-33,7,michiko06841s,,,,16.39,10,16.4,
正答,2019-06-01 05:07:29,yoko04351,47,青森県,黒石市,dq25,,,dq25-33,6,michiko06841s,3,,,16.39,10,16.4,
誤答,2019-06-01 05:08:30,yoko04351,47,青森県,黒石市,dq25,,,dq25-1,8,mariko06981k,0,,,16.39,10,16.4,
不合格3度目,2019-06-01 05:08:30,yoko04351,47,青森県,黒石市,dq25,,,,,mariko06981k,20,0,0,16.39,10,16.4,
回答開始,2019-06-04 02:51:05,daichi08922,14,茨城県,水戸市,dq29,,,dq29-12,1,keiko03851k,,,,0.24,10,0.24,
誤答,2019-06-04 02:51:15,daichi08922,14,茨城県,水戸市,dq29,,,dq29-9,1,Rumi08201k,7,,,0.24,10,0.24,
不合格1度目,2019-06-04 02:51:15,daichi08922,14,茨城県,水戸市,dq29,,,,,Rumi08201k,0,0,0,0.24,10,0.24,
回答開始,2019-06-04 02:51:46,daichi08922,14,茨城県,水戸市,dq29,,,dq29-6,1,keiko03851k,,,,0.24,10,0.24,
回答開始,2019-06-04 02:51:57,daichi08922,14,茨城県,水戸市,dq29,,,dq29-11,2,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:51:57,daichi08922,14,茨城県,水戸市,dq29,,,dq29-6,1,keiko03851k,9,,,0.24,10,0.24,
回答開始,2019-06-04 02:52:09,daichi08922,14,茨城県,水戸市,dq29,,,dq29-19,3,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:52:09,daichi08922,14,茨城県,水戸市,dq29,,,dq29-11,2,keiko03851k,10,,,0.24,10,0.24,
回答開始,2019-06-04 02:52:19,daichi08922,14,茨城県,水戸市,dq29,,,dq29-35,4,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:52:19,daichi08922,14,茨城県,水戸市,dq29,,,dq29-19,3,keiko03851k,7,,,0.24,10,0.24,
回答開始,2019-06-04 02:52:27,daichi08922,14,茨城県,水戸市,dq29,,,dq29-3,5,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:52:27,daichi08922,14,茨城県,水戸市,dq29,,,dq29-35,4,keiko03851k,5,,,0.24,10,0.24,
回答開始,2019-06-04 02:52:35,daichi08922,14,茨城県,水戸市,dq29,,,dq29-31,6,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:52:35,daichi08922,14,茨城県,水戸市,dq29,,,dq29-3,5,keiko03851k,5,,,0.24,10,0.24,
回答開始,2019-06-04 02:52:42,daichi08922,14,茨城県,水戸市,dq29,,,dq29-31,7,keiko03851k,,,,0.24,10,0.24,
正答,2019-06-04 02:52:42,daichi08922,14,茨城県,水戸市,dq29,,,dq29-31,6,keiko03851k,5,,,0.24,10,0.24,
合格,2019-06-04 02:53:06,daichi08922,14,茨城県,水戸市,dq29,,,,,Rumi08201k,48,0.64,0.06,0.94,10,0.94,
回答開始,2019-06-04 03:05:46,mina09551k,34,鳥取県,境港市,dq29,,,dq29-23,1,keiko03851k,,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:01,mina09551k,34,鳥取県,境港市,dq29,,,dq29-24,2,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:01,mina09551k,34,鳥取県,境港市,dq29,,,dq29-23,1,keiko03851k,13,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:17,mina09551k,34,鳥取県,境港市,dq29,,,dq29-19,3,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:17,mina09551k,34,鳥取県,境港市,dq29,,,dq29-24,2,keiko03851k,14,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:25,mina09551k,34,鳥取県,境港市,dq29,,,dq29-32,4,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:25,mina09551k,34,鳥取県,境港市,dq29,,,dq29-19,3,keiko03851k,6,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:33,mina09551k,34,鳥取県,境港市,dq29,,,dq29-36,5,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:33,mina09551k,34,鳥取県,境港市,dq29,,,dq29-32,4,keiko03851k,5,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:43,mina09551k,34,鳥取県,境港市,dq29,,,dq29-6,6,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:43,mina09551k,34,鳥取県,境港市,dq29,,,dq29-36,5,keiko03851k,8,,,18.27,10,18.27,
回答開始,2019-06-04 03:06:53,mina09551k,34,鳥取県,境港市,dq29,,,dq29-6,7,keiko03851k,,,,18.27,10,18.27,
正答,2019-06-04 03:06:53,mina09551k,34,鳥取県,境港市,dq29,,,dq29-6,6,keiko03851k,7,,,18.27,10,18.27,
合格,2019-06-04 03:07:19,mina09551k,34,鳥取県,境港市,dq29,,,,,mariko06981k,65,0.64,0.06,18.97,10,18.97,
回答開始,2019-06-06 08:42:24,mami05591,9,鳥取県,境港市,dq29,,,dq29-33,1,keiko03851k,,,,18.05,10,0,
回答開始,2019-06-06 08:42:33,mami05591,9,鳥取県,境港市,dq29,,,dq29-13,2,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:42:33,mami05591,9,鳥取県,境港市,dq29,,,dq29-33,1,keiko03851k,5,,,18.05,10,0,
回答開始,2019-06-06 08:42:45,mami05591,9,鳥取県,境港市,dq29,,,dq29-18,3,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:42:45,mami05591,9,鳥取県,境港市,dq29,,,dq29-13,2,keiko03851k,8,,,18.05,10,0,
回答開始,2019-06-06 08:42:59,mami05591,9,鳥取県,境港市,dq29,,,dq29-11,4,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:42:59,mami05591,9,鳥取県,境港市,dq29,,,dq29-18,3,keiko03851k,9,,,18.05,10,0,
誤答,2019-06-06 08:43:10,mami05591,9,鳥取県,境港市,dq29,,,dq29-18,4,Rumi08201k,6,,,18.05,10,0,
不合格1度目,2019-06-06 08:43:10,mami05591,9,鳥取県,境港市,dq29,,,,,Rumi08201k,18,0,0,18.05,10,0,
回答開始,2019-06-06 08:43:40,mami05591,9,鳥取県,境港市,dq29,,,dq29-19,1,keiko03851k,,,,18.05,10,0,
回答開始,2019-06-06 08:43:49,mami05591,9,鳥取県,境港市,dq29,,,dq29-23,2,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:43:49,mami05591,9,鳥取県,境港市,dq29,,,dq29-19,1,keiko03851k,4,,,18.05,10,0,
回答開始,2019-06-06 08:43:58,mami05591,9,鳥取県,境港市,dq29,,,dq29-17,3,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:43:58,mami05591,9,鳥取県,境港市,dq29,,,dq29-23,2,keiko03851k,5,,,18.05,10,0,
回答開始,2019-06-06 08:44:07,mami05591,9,鳥取県,境港市,dq29,,,dq29-36,4,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:44:07,mami05591,9,鳥取県,境港市,dq29,,,dq29-17,3,keiko03851k,4,,,18.05,10,0,
回答開始,2019-06-06 08:44:15,mami05591,9,鳥取県,境港市,dq29,,,dq29-33,5,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:44:15,mami05591,9,鳥取県,境港市,dq29,,,dq29-36,4,keiko03851k,4,,,18.05,10,0,
回答開始,2019-06-06 08:44:23,mami05591,9,鳥取県,境港市,dq29,,,dq29-3,6,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:44:23,mami05591,9,鳥取県,境港市,dq29,,,dq29-33,5,keiko03851k,2,,,18.05,10,0,
回答開始,2019-06-06 08:44:32,mami05591,9,鳥取県,境港市,dq29,,,dq29-3,7,keiko03851k,,,,18.05,10,0,
正答,2019-06-06 08:44:32,mami05591,9,鳥取県,境港市,dq29,,,dq29-3,6,keiko03851k,5,,,18.05,10,0,
回答開始,2019-06-08 06:39:40,yoko04351,47,青森県,黒石市,dq29,,,dq29-26,1,keiko03851k,,,,16.39,10,16.4,
誤答,2019-06-08 06:39:42,yoko04351,47,青森県,黒石市,dq29,,,dq29-26,2,keiko03851k,31,,,16.39,10,16.4,
不合格4度目,2019-06-08 06:39:42,yoko04351,47,青森県,黒石市,dq29,,,,,keiko03851k,12,0,0,16.39,10,16.4,
回答開始,2019-06-08 06:40:01,yoko04351,47,青森県,黒石市,dq29,,,dq29-5,1,keiko03851k,,,,16.39,10,16.4,
回答開始,2019-06-08 06:40:12,yoko04351,47,青森県,黒石市,dq29,,,dq29-10,2,keiko03851k,,,,16.39,10,16.4,
正答,2019-06-08 06:40:12,yoko04351,47,青森県,黒石市,dq29,,,dq29-5,1,keiko03851k,7,,,16.39,10,16.4,
回答開始,2019-06-08 06:40:22,yoko04351,47,青森県,黒石市,dq29,,,dq29-26,3,keiko03851k,,,,16.39,10,16.4,
正答,2019-06-08 06:40:22,yoko04351,47,青森県,黒石市,dq29,,,dq29-10,2,keiko03851k,5,,,16.39,10,16.4,
回答開始,2019-06-08 06:40:35,yoko04351,47,青森県,黒石市,dq29,,,dq29-7,4,keiko03851k,,,,16.39,10,16.4,
正答,2019-06-08 06:40:35,yoko04351,47,青森県,黒石市,dq29,,,dq29-26,3,keiko03851k,8,,,16.39,10,16.4,
回答開始,2019-06-08 06:40:47,yoko04351,47,青森県,黒石市,dq29,,,dq29-11,5,keiko03851k,,,,16.39,10,16.4,
正答,2019-06-08 06:40:47,yoko04351,47,青森県,黒石市,dq29,,,dq29-7,4,keiko03851k,7,,,16.39,10,16.4,
誤答,2019-06-08 06:40:59,yoko04351,47,青森県,黒石市,dq29,,,dq29-7,5,keiko03851k,7,,,16.39,10,16.4,
不合格5度目,2019-06-08 06:40:59,yoko04351,47,青森県,黒石市,dq29,,,,,keiko03851k,21,0,0,16.39,10,16.4,
回答開始,2019-06-08 06:45:22,yoko04351,47,青森県,黒石市,dq27,,,dq27-15,1,osamu0522s,,,,16.39,10,16.4,
回答開始,2019-06-08 06:45:32,yoko04351,47,青森県,黒石市,dq27,,,dq27-55,2,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:45:32,yoko04351,47,青森県,黒石市,dq27,,,dq27-15,1,osamu0522s,1,,,16.39,10,16.4,
回答開始,2019-06-08 06:45:45,yoko04351,47,青森県,黒石市,dq27,,,dq27-9,3,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:45:45,yoko04351,47,青森県,黒石市,dq27,,,dq27-55,2,osamu0522s,1,,,16.39,10,16.4,
回答開始,2019-06-08 06:45:54,yoko04351,47,青森県,黒石市,dq27,,,dq27-31,4,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:45:54,yoko04351,47,青森県,黒石市,dq27,,,dq27-9,3,osamu0522s,1,,,16.39,10,16.4,
回答開始,2019-06-08 06:46:07,yoko04351,47,青森県,黒石市,dq27,,,dq27-64,5,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:46:07,yoko04351,47,青森県,黒石市,dq27,,,dq27-31,4,osamu0522s,4,,,16.39,10,16.4,
回答開始,2019-06-08 06:46:18,yoko04351,47,青森県,黒石市,dq27,,,dq27-60,6,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:46:18,yoko04351,47,青森県,黒石市,dq27,,,dq27-64,5,osamu0522s,2,,,16.39,10,16.4,
回答開始,2019-06-08 06:46:30,yoko04351,47,青森県,黒石市,dq27,,,dq27-46,7,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:46:30,yoko04351,47,青森県,黒石市,dq27,,,dq27-60,6,osamu0522s,2,,,16.39,10,16.4,
回答開始,2019-06-08 06:46:47,yoko04351,47,青森県,黒石市,dq27,,,dq27-43,8,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:46:47,yoko04351,47,青森県,黒石市,dq27,,,dq27-46,7,osamu0522s,4,,,16.39,10,16.4,
回答開始,2019-06-08 06:46:57,yoko04351,47,青森県,黒石市,dq27,,,dq27-48,9,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:46:57,yoko04351,47,青森県,黒石市,dq27,,,dq27-43,8,osamu0522s,4,,,16.39,10,16.4,
回答開始,2019-06-08 06:47:07,yoko04351,47,青森県,黒石市,dq27,,,dq27-12,10,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:47:07,yoko04351,47,青森県,黒石市,dq27,,,dq27-48,9,osamu0522s,3,,,16.39,10,16.4,
回答開始,2019-06-08 06:47:21,yoko04351,47,青森県,黒石市,dq27,,,dq27-63,11,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:47:21,yoko04351,47,青森県,黒石市,dq27,,,dq27-12,10,osamu0522s,3,,,16.39,10,16.4,
回答開始,2019-06-08 06:47:37,yoko04351,47,青森県,黒石市,dq27,,,dq27-53,12,osamu0522s,,,,16.39,10,16.4,
正答,2019-06-08 06:47:37,yoko04351,47,青森県,黒石市,dq27,,,dq27-63,11,osamu0522s,3,,,16.39,10,16.4,
誤答,2019-06-08 06:47:52,yoko04351,47,青森県,黒石市,dq27,,,dq27-63,12,keiko03851k,3,,,16.39,10,16.4,
不合格6度目,2019-06-08 06:47:52,yoko04351,47,青森県,黒石市,dq27,,,,,keiko03851k,27,0,0,16.39,10,16.4,
誤答,2019-06-14 06:03:24,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-13,1,mariko06981k,23,,,0,10,0,
不合格1度目,2019-06-14 06:03:24,Soichiro09842,8,神奈川県,藤沢市,dq29,,,,,mariko06981k,0,0,0,0,10,0,
回答開始,2019-06-14 06:03:38,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-28,1,keiko03851k,,,,0,10,0,
回答開始,2019-06-14 06:03:45,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-35,2,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:03:45,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-28,1,keiko03851k,5,,,0,10,0,
回答開始,2019-06-14 06:03:51,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-23,3,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:03:51,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-35,2,keiko03851k,3,,,0,10,0,
回答開始,2019-06-14 06:03:59,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-36,4,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:03:59,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-23,3,keiko03851k,5,,,0,10,0,
回答開始,2019-06-14 06:04:06,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-21,5,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:04:06,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-36,4,keiko03851k,4,,,0,10,0,
回答開始,2019-06-14 06:04:14,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-10,6,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:04:14,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-21,5,keiko03851k,6,,,0,10,0,
回答開始,2019-06-14 06:04:21,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-30,7,keiko03851k,,,,0,10,0,
正答,2019-06-14 06:04:21,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-10,6,keiko03851k,3,,,0,10,0,
正答,2019-06-14 06:04:27,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-30,7,keiko03851k,4,,,0,10,0,
誤答,2019-06-14 06:05:21,Soichiro09842,8,神奈川県,藤沢市,dq29,,,dq29-30,9,mariko06981k,5,,,0,10,0,
不合格2度目,2019-06-14 06:05:21,Soichiro09842,8,神奈川県,藤沢市,dq29,,,,,mariko06981k,35,0,0,0,10,0,
回答開始,2019-06-15 12:55:27,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-55,1,mariko06981k,,,,0.4,10,0.4,
回答開始,2019-06-15 12:55:38,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-35,2,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:55:38,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-55,1,mariko06981k,7,,,0.4,10,0.4,
回答開始,2019-06-15 12:55:47,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-54,3,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:55:47,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-35,2,mariko06981k,6,,,0.4,10,0.4,
回答開始,2019-06-15 12:55:58,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-31,4,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:55:58,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-54,3,mariko06981k,8,,,0.4,10,0.4,
回答開始,2019-06-15 12:56:07,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-20,5,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:56:07,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-31,4,mariko06981k,6,,,0.4,10,0.4,
回答開始,2019-06-15 12:56:18,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-64,6,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:56:18,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-20,5,mariko06981k,7,,,0.4,10,0.4,
回答開始,2019-06-15 12:56:26,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-64,7,mariko06981k,,,,0.4,10,0.4,
正答,2019-06-15 12:56:26,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,dq30-64,6,mariko06981k,5,,,0.4,10,0.4,
合格,2019-06-15 12:57:10,sinnosuke03562,7,神奈川県,藤沢市,dq30,,,,,Rumi08201k,47,0.45,0.05,0.89,10,0.88,
回答開始,2019-06-15 13:12:51,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-25,0,keiko03851k,,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:01,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-18,1,keiko03851k,,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:09,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-34,2,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:13:09,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-18,1,keiko03851k,6,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:23,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-8,3,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:13:23,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-34,2,keiko03851k,9,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:31,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-7,4,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:13:31,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-8,3,keiko03851k,7,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:43,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-6,5,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:13:44,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-7,4,keiko03851k,9,,,0.89,10,0.88,
回答開始,2019-06-15 13:13:54,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-30,6,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:13:54,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-6,5,keiko03851k,8,,,0.89,10,0.88,
回答開始,2019-06-15 13:14:01,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-30,7,keiko03851k,,,,0.89,10,0.88,
正答,2019-06-15 13:14:01,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,dq29-30,6,keiko03851k,4,,,0.89,10,0.88,
合格,2019-06-15 13:14:32,sinnosuke03562,7,神奈川県,藤沢市,dq29,,,,,Rumi08201k,50,0.64,0.06,1.59,10,1.59,
回答開始,2019-06-21 13:18:39,alex05342,29,0,0,dq30,,,dq30-52,1,mariko06981k,,,,19.57,10,19.56,
回答開始,2019-06-21 13:18:47,alex05342,29,0,0,dq30,,,dq30-55,2,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:18:47,alex05342,29,0,0,dq30,,,dq30-52,1,mariko06981k,7,,,19.57,10,19.56,
回答開始,2019-06-21 13:18:56,alex05342,29,0,0,dq30,,,dq30-54,3,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:18:56,alex05342,29,0,0,dq30,,,dq30-55,2,mariko06981k,8,,,19.57,10,19.56,
回答開始,2019-06-21 13:19:05,alex05342,29,0,0,dq30,,,dq30-49,4,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:19:05,alex05342,29,0,0,dq30,,,dq30-54,3,mariko06981k,7,,,19.57,10,19.56,
回答開始,2019-06-21 13:19:13,alex05342,29,0,0,dq30,,,dq30-22,5,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:19:13,alex05342,29,0,0,dq30,,,dq30-49,4,mariko06981k,7,,,19.57,10,19.56,
回答開始,2019-06-21 13:19:21,alex05342,29,0,0,dq30,,,dq30-12,6,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:19:21,alex05342,29,0,0,dq30,,,dq30-22,5,mariko06981k,6,,,19.57,10,19.56,
回答開始,2019-06-21 13:19:26,alex05342,29,0,0,dq30,,,dq30-12,7,mariko06981k,,,,19.57,10,19.56,
正答,2019-06-21 13:19:26,alex05342,29,0,0,dq30,,,dq30-12,6,mariko06981k,4,,,19.57,10,19.56,
合格,2019-06-21 13:19:38,alex05342,29,0,0,dq30,,,,,mariko06981k,45,0.45,0.05,20.05,9,20.05,
回答開始,2019-06-21 13:33:32,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-56,0,mariko06981k,,,,0.36,10,0.36,
回答開始,2019-06-21 13:33:43,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-34,1,mariko06981k,,,,0.36,10,0.36,
回答開始,2019-06-21 13:33:50,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-62,2,mariko06981k,,,,0.36,10,0.36,
誤答,2019-06-21 13:33:50,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-34,1,mariko06981k,5,,,0.36,10,0.36,
回答開始,2019-06-21 13:33:56,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-62,3,mariko06981k,,,,0.36,10,0.36,
誤答,2019-06-21 13:33:56,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-62,2,mariko06981k,4,,,0.36,10,0.36,
誤答,2019-06-21 13:33:59,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-23,4,Rumi08201k,0,,,0.36,10,0.36,
不合格2度目,2019-06-21 13:33:59,suzue01811,7,神奈川県,藤沢市,dq30,,,,,Rumi08201k,19,0,0,0.36,10,0.36,
回答開始,2019-06-21 13:34:05,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-46,0,mariko06981k,,,,0.36,10,0.36,
回答開始,2019-06-21 13:34:14,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-26,1,mariko06981k,,,,0.36,10,0.36,
回答開始,2019-06-21 13:34:20,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-26,2,mariko06981k,,,,0.36,10,0.36,
誤答,2019-06-21 13:34:20,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-26,1,mariko06981k,5,,,0.36,10,0.36,
誤答,2019-06-21 13:34:23,suzue01811,7,神奈川県,藤沢市,dq30,,,dq30-28,3,Rumi08201k,0,,,0.36,10,0.36,
不合格3度目,2019-06-21 13:34:23,suzue01811,7,神奈川県,藤沢市,dq30,,,,,Rumi08201k,13,0,0,0.36,10,0.36,
回答開始,2019-06-21 13:47:00,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-25,0,michiko06841s,,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:08,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-16,1,michiko06841s,,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:13,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-19,2,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:13,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-16,1,michiko06841s,3,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:17,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-33,3,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:17,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-19,2,michiko06841s,3,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:23,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-1,4,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:23,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-33,3,michiko06841s,4,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:28,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-3,5,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:28,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-1,4,michiko06841s,4,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:32,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-18,6,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:32,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-3,5,michiko06841s,2,,,0.36,10,0.36,
回答開始,2019-06-21 13:47:37,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-18,7,michiko06841s,,,,0.36,10,0.36,
正答,2019-06-21 13:47:37,suzue01811,7,神奈川県,藤沢市,dq25,,,dq25-18,6,michiko06841s,3,,,0.36,10,0.36,
合格,2019-06-21 13:47:49,suzue01811,7,神奈川県,藤沢市,dq25,,,,,keiko03851k,25,2.2,0.22,2.78,10,2.78,
回答開始,2019-06-22 04:11:50,yoko04351,47,青森県,黒石市,dq30,,,dq30-41,1,mariko06981k,,,,16.39,10,16.4,
回答開始,2019-06-22 04:12:02,yoko04351,47,青森県,黒石市,dq30,,,dq30-46,2,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:12:02,yoko04351,47,青森県,黒石市,dq30,,,dq30-41,1,mariko06981k,8,,,16.39,10,16.4,
回答開始,2019-06-22 04:12:21,yoko04351,47,青森県,黒石市,dq30,,,dq30-40,3,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:12:21,yoko04351,47,青森県,黒石市,dq30,,,dq30-46,2,mariko06981k,14,,,16.39,10,16.4,
回答開始,2019-06-22 04:12:33,yoko04351,47,青森県,黒石市,dq30,,,dq30-47,4,mariko06981k,,,,16.39,10,16.4,
誤答,2019-06-22 04:12:33,yoko04351,47,青森県,黒石市,dq30,,,dq30-40,3,mariko06981k,6,,,16.39,10,16.4,
回答開始,2019-06-22 04:12:43,yoko04351,47,青森県,黒石市,dq30,,,dq30-23,5,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:12:43,yoko04351,47,青森県,黒石市,dq30,,,dq30-47,4,mariko06981k,7,,,16.39,10,16.4,
